YCLX11W	ORF|Deleted	3	104246	104704	W	S000000592				Deleted ORF; does not encode a protein; this putative ORF was included in the original annotation of Chromosome III but was later withdrawn	 The following putative ORFs were originally included in the annotation of Chromosome III, but were later withdrawn: YCLX01W, YCLX02C, YCLX03C, YCLX04W, YCLX05C, YCLX06C, YCLX07W, YCLX09W, YCLX10C, YCLX11W, YCLX12W, YCRX01W, YCRX02C, YCRX03C, YCRX04W, YCRX05W, YCRX06W, YCRX07W, YCRX08W, YCRX09C, YCRX10W, YCRX11W, YCRX12W, YCRX14W, YCRX15W, YCRX16C, YCRX17W, YCRX18C, YCRX19W, YCRX20C, and YCRX21C.	2006-08-03
YCLX12W	ORF|Deleted	3	107655	107993	W	S000000593				Deleted ORF; does not encode a protein; this putative ORF was included in the original annotation of Chromosome III but was later withdrawn	 The following putative ORFs were originally included in the annotation of Chromosome III, but were later withdrawn: YCLX01W, YCLX02C, YCLX03C, YCLX04W, YCLX05C, YCLX06C, YCLX07W, YCLX09W, YCLX10C, YCLX11W, YCLX12W, YCRX01W, YCRX02C, YCRX03C, YCRX04W, YCRX05W, YCRX06W, YCRX07W, YCRX08W, YCRX09C, YCRX10W, YCRX11W, YCRX12W, YCRX14W, YCRX15W, YCRX16C, YCRX17W, YCRX18C, YCRX19W, YCRX20C, and YCRX21C.	2006-08-03
YCR029C	ORF|Deleted	3	172976	172554	C	S000000624				Deleted ORF; does not encode a protein; included in the original annotation of Chromosome III but deleted due to sequence correction	 ORF YCR029C has been deleted from the genome annotation due to sequence correction.	2006-12-07
YCR056W	ORF|Deleted	3	221153	221521	W	S000000652				Deleted ORF; does not encode a protein; originally included in genome annotation, but later deleted due to sequence correction	 ORF YCR056W was deleted from the genome annotation due to sequence correction.	2006-12-08
YCR070W	ORF|Deleted	3	238228	238356	W	S000000666				Deleted open reading frame; YCR070W was originally annotated as an ORF, but upon further review was deleted from the genome annotation	 ORF YCR070W has been deleted from the genome annotation.	2006-12-13
YCR074C	ORF|Deleted	3	246036	245716	C	S000119982				Deleted ORF; does not encode a protein; included in the original annotation of Chromosome III but later withdrawn	 YCR074C was originally annotated as an ORF, but upon further review was removed from the genome annotation.	2006-12-14
YCR097WA	ORF|Deleted	3	292557	293003	W	S000000693				Deleted ORF; does not encode a protein; YCR097WA refers to an incorrect annotation of HMRA1 that appeared in the original version of Chromosome III (1996) but was later withdrawn and subsequently removed from SGD	 The original YCR097W-A ORF (SGDID: S0000693) was deleted because: HMRA1/YCR097W contains two introns and the 3'' intron is spliced less efficiently but probably does NOT create an alternative form of the protein. Because there is no evidence for a functional protein at the original YCR097W-A coordinates, this ORF was deleted. 
<p>
<i>Note that a new ORF with the same name (YCR097W-A, SGDID: S0007632) has been added because of homology to a hemiascomycetous yeast protein, but that these two ORFs (the original vs the new YCR097W-A) are completely different, except that they have the same name.</i>	2006-12-14
YCR103C	ORF|Deleted	3	306310	305975	C	S000000700				Deleted ORF; does not encode a protein; this ORF was removed when a sequence update created a stop codon after residue 45	 YCR103C was originally annotated as an ORF, but upon further review was removed from the genome annotation.	2006-12-14
YCRX01W	ORF|Deleted	3	136147	136449	W	S000119988				Deleted ORF; does not encode a protein; this putative ORF was included in the original annotation of Chromosome III but was later withdrawn	 The following putative ORFs were originally included in the annotation of Chromosome III, but were later withdrawn: YCLX01W, YCLX02C, YCLX03C, YCLX04W, YCLX05C, YCLX06C, YCLX07W, YCLX09W, YCLX10C, YCLX11W, YCLX12W, YCRX01W, YCRX02C, YCRX03C, YCRX04W, YCRX05W, YCRX06W, YCRX07W, YCRX08W, YCRX09C, YCRX10W, YCRX11W, YCRX12W, YCRX14W, YCRX15W, YCRX16C, YCRX17W, YCRX18C, YCRX19W, YCRX20C, and YCRX21C.	2006-12-15
YCRX02C	ORF|Deleted	3	173880	173425	C	S000119989				Deleted ORF; does not encode a protein; this putative ORF was included in the original annotation of Chromosome III but was later withdrawn	 The following putative ORFs were originally included in the annotation of Chromosome III, but were later withdrawn: YCLX01W, YCLX02C, YCLX03C, YCLX04W, YCLX05C, YCLX06C, YCLX07W, YCLX09W, YCLX10C, YCLX11W, YCLX12W, YCRX01W, YCRX02C, YCRX03C, YCRX04W, YCRX05W, YCRX06W, YCRX07W, YCRX08W, YCRX09C, YCRX10W, YCRX11W, YCRX12W, YCRX14W, YCRX15W, YCRX16C, YCRX17W, YCRX18C, YCRX19W, YCRX20C, and YCRX21C.	2006-12-15
YCRX03C	ORF|Deleted	3	181795	181487	C	S000000708				Deleted ORF; does not encode a protein; this putative ORF was included in the original annotation of Chromosome III but was later withdrawn	 The following putative ORFs were originally included in the annotation of Chromosome III, but were later withdrawn: YCLX01W, YCLX02C, YCLX03C, YCLX04W, YCLX05C, YCLX06C, YCLX07W, YCLX09W, YCLX10C, YCLX11W, YCLX12W, YCRX01W, YCRX02C, YCRX03C, YCRX04W, YCRX05W, YCRX06W, YCRX07W, YCRX08W, YCRX09C, YCRX10W, YCRX11W, YCRX12W, YCRX14W, YCRX15W, YCRX16C, YCRX17W, YCRX18C, YCRX19W, YCRX20C, and YCRX21C.	2006-08-03
YCRX04W	ORF|Deleted	3	190947	191360	W	S000119990				Deleted ORF; does not encode a protein; this putative ORF was included in the original annotation of Chromosome III but was later withdrawn	 The following putative ORFs were originally included in the annotation of Chromosome III, but were later withdrawn: YCLX01W, YCLX02C, YCLX03C, YCLX04W, YCLX05C, YCLX06C, YCLX07W, YCLX09W, YCLX10C, YCLX11W, YCLX12W, YCRX01W, YCRX02C, YCRX03C, YCRX04W, YCRX05W, YCRX06W, YCRX07W, YCRX08W, YCRX09C, YCRX10W, YCRX11W, YCRX12W, YCRX14W, YCRX15W, YCRX16C, YCRX17W, YCRX18C, YCRX19W, YCRX20C, and YCRX21C.	2006-12-15
YCRX05W	ORF|Deleted	3	203027	203506	W	S000000710				Deleted ORF; does not encode a protein; this putative ORF was included in the original annotation of Chromosome III but was later withdrawn	 The following putative ORFs were originally included in the annotation of Chromosome III, but were later withdrawn: YCLX01W, YCLX02C, YCLX03C, YCLX04W, YCLX05C, YCLX06C, YCLX07W, YCLX09W, YCLX10C, YCLX11W, YCLX12W, YCRX01W, YCRX02C, YCRX03C, YCRX04W, YCRX05W, YCRX06W, YCRX07W, YCRX08W, YCRX09C, YCRX10W, YCRX11W, YCRX12W, YCRX14W, YCRX15W, YCRX16C, YCRX17W, YCRX18C, YCRX19W, YCRX20C, and YCRX21C.	2006-08-03
YCRX06W	ORF|Deleted	3	207484	207834	W	S000119991				Deleted ORF; does not encode a protein; this putative ORF was included in the original annotation of Chromosome III but was later withdrawn	 The following putative ORFs were originally included in the annotation of Chromosome III, but were later withdrawn: YCLX01W, YCLX02C, YCLX03C, YCLX04W, YCLX05C, YCLX06C, YCLX07W, YCLX09W, YCLX10C, YCLX11W, YCLX12W, YCRX01W, YCRX02C, YCRX03C, YCRX04W, YCRX05W, YCRX06W, YCRX07W, YCRX08W, YCRX09C, YCRX10W, YCRX11W, YCRX12W, YCRX14W, YCRX15W, YCRX16C, YCRX17W, YCRX18C, YCRX19W, YCRX20C, and YCRX21C.	2006-12-15
YCRX07W	ORF|Deleted	3	207585	208139	W	S000000712				Deleted ORF; does not encode a protein; this putative ORF was included in the original annotation of Chromosome III but was later withdrawn	 The following putative ORFs were originally included in the annotation of Chromosome III, but were later withdrawn: YCLX01W, YCLX02C, YCLX03C, YCLX04W, YCLX05C, YCLX06C, YCLX07W, YCLX09W, YCLX10C, YCLX11W, YCLX12W, YCRX01W, YCRX02C, YCRX03C, YCRX04W, YCRX05W, YCRX06W, YCRX07W, YCRX08W, YCRX09C, YCRX10W, YCRX11W, YCRX12W, YCRX14W, YCRX15W, YCRX16C, YCRX17W, YCRX18C, YCRX19W, YCRX20C, and YCRX21C.	2006-08-03
YCRX08W	ORF|Deleted	3	211855	212166	W	S000119992				Deleted ORF; does not encode a protein; this putative ORF was included in the original annotation of Chromosome III but was later withdrawn	 The following putative ORFs were originally included in the annotation of Chromosome III, but were later withdrawn: YCLX01W, YCLX02C, YCLX03C, YCLX04W, YCLX05C, YCLX06C, YCLX07W, YCLX09W, YCLX10C, YCLX11W, YCLX12W, YCRX01W, YCRX02C, YCRX03C, YCRX04W, YCRX05W, YCRX06W, YCRX07W, YCRX08W, YCRX09C, YCRX10W, YCRX11W, YCRX12W, YCRX14W, YCRX15W, YCRX16C, YCRX17W, YCRX18C, YCRX19W, YCRX20C, and YCRX21C.	2006-12-15
YCRX09C	ORF|Deleted	3	230799	230482	C	S000119993				Deleted ORF; does not encode a protein; this putative ORF was included in the original annotation of Chromosome III but was later withdrawn	 The following putative ORFs were originally included in the annotation of Chromosome III, but were later withdrawn: YCLX01W, YCLX02C, YCLX03C, YCLX04W, YCLX05C, YCLX06C, YCLX07W, YCLX09W, YCLX10C, YCLX11W, YCLX12W, YCRX01W, YCRX02C, YCRX03C, YCRX04W, YCRX05W, YCRX06W, YCRX07W, YCRX08W, YCRX09C, YCRX10W, YCRX11W, YCRX12W, YCRX14W, YCRX15W, YCRX16C, YCRX17W, YCRX18C, YCRX19W, YCRX20C, and YCRX21C.	2006-12-15
YCRX10W	ORF|Deleted	3	231914	232228	W	S000000715				Deleted ORF; does not encode a protein; this putative ORF was included in the original annotation of Chromosome III but was later withdrawn	 The following putative ORFs were originally included in the annotation of Chromosome III, but were later withdrawn: YCLX01W, YCLX02C, YCLX03C, YCLX04W, YCLX05C, YCLX06C, YCLX07W, YCLX09W, YCLX10C, YCLX11W, YCLX12W, YCRX01W, YCRX02C, YCRX03C, YCRX04W, YCRX05W, YCRX06W, YCRX07W, YCRX08W, YCRX09C, YCRX10W, YCRX11W, YCRX12W, YCRX14W, YCRX15W, YCRX16C, YCRX17W, YCRX18C, YCRX19W, YCRX20C, and YCRX21C.	2006-08-03
YCRX11W	ORF|Deleted	3	234188	234562	W	S000119994				Deleted ORF; does not encode a protein; this putative ORF was included in the original annotation of Chromosome III but was later withdrawn	 The following putative ORFs were originally included in the annotation of Chromosome III, but were later withdrawn: YCLX01W, YCLX02C, YCLX03C, YCLX04W, YCLX05C, YCLX06C, YCLX07W, YCLX09W, YCLX10C, YCLX11W, YCLX12W, YCRX01W, YCRX02C, YCRX03C, YCRX04W, YCRX05W, YCRX06W, YCRX07W, YCRX08W, YCRX09C, YCRX10W, YCRX11W, YCRX12W, YCRX14W, YCRX15W, YCRX16C, YCRX17W, YCRX18C, YCRX19W, YCRX20C, and YCRX21C.	2006-12-15
YCRX12W	ORF|Deleted	3	243040	243480	W	S000000717				Deleted ORF; does not encode a protein; this putative ORF was included in the original annotation of Chromosome III but was later withdrawn	 The following putative ORFs were originally included in the annotation of Chromosome III, but were later withdrawn: YCLX01W, YCLX02C, YCLX03C, YCLX04W, YCLX05C, YCLX06C, YCLX07W, YCLX09W, YCLX10C, YCLX11W, YCLX12W, YCRX01W, YCRX02C, YCRX03C, YCRX04W, YCRX05W, YCRX06W, YCRX07W, YCRX08W, YCRX09C, YCRX10W, YCRX11W, YCRX12W, YCRX14W, YCRX15W, YCRX16C, YCRX17W, YCRX18C, YCRX19W, YCRX20C, and YCRX21C.	2006-08-03
YCRX14W	ORF|Deleted	3	249919	250236	W	S000000719				Deleted ORF; does not encode a protein; this putative ORF was included in the original annotation of Chromosome III but was later withdrawn	 The following putative ORFs were originally included in the annotation of Chromosome III, but were later withdrawn: YCLX01W, YCLX02C, YCLX03C, YCLX04W, YCLX05C, YCLX06C, YCLX07W, YCLX09W, YCLX10C, YCLX11W, YCLX12W, YCRX01W, YCRX02C, YCRX03C, YCRX04W, YCRX05W, YCRX06W, YCRX07W, YCRX08W, YCRX09C, YCRX10W, YCRX11W, YCRX12W, YCRX14W, YCRX15W, YCRX16C, YCRX17W, YCRX18C, YCRX19W, YCRX20C, and YCRX21C.	2006-08-03
YCRX15W	ORF|Deleted	3	251640	251948	W	S000000720				Deleted ORF; does not encode a protein; this putative ORF was included in the original annotation of Chromosome III but was later withdrawn	 The following putative ORFs were originally included in the annotation of Chromosome III, but were later withdrawn: YCLX01W, YCLX02C, YCLX03C, YCLX04W, YCLX05C, YCLX06C, YCLX07W, YCLX09W, YCLX10C, YCLX11W, YCLX12W, YCRX01W, YCRX02C, YCRX03C, YCRX04W, YCRX05W, YCRX06W, YCRX07W, YCRX08W, YCRX09C, YCRX10W, YCRX11W, YCRX12W, YCRX14W, YCRX15W, YCRX16C, YCRX17W, YCRX18C, YCRX19W, YCRX20C, and YCRX21C.	2006-08-03
YCRX16C	ORF|Deleted	3	263192	262731	C	S000000721				Deleted ORF; does not encode a protein; this putative ORF was included in the original annotation of Chromosome III but was later withdrawn	 The following putative ORFs were originally included in the annotation of Chromosome III, but were later withdrawn: YCLX01W, YCLX02C, YCLX03C, YCLX04W, YCLX05C, YCLX06C, YCLX07W, YCLX09W, YCLX10C, YCLX11W, YCLX12W, YCRX01W, YCRX02C, YCRX03C, YCRX04W, YCRX05W, YCRX06W, YCRX07W, YCRX08W, YCRX09C, YCRX10W, YCRX11W, YCRX12W, YCRX14W, YCRX15W, YCRX16C, YCRX17W, YCRX18C, YCRX19W, YCRX20C, and YCRX21C.	2006-08-03
YCRX17W	ORF|Deleted	3	265075	265446	W	S000119995				Deleted ORF; does not encode a protein; this putative ORF was included in the original annotation of Chromosome III but was later withdrawn	 The following putative ORFs were originally included in the annotation of Chromosome III, but were later withdrawn: YCLX01W, YCLX02C, YCLX03C, YCLX04W, YCLX05C, YCLX06C, YCLX07W, YCLX09W, YCLX10C, YCLX11W, YCLX12W, YCRX01W, YCRX02C, YCRX03C, YCRX04W, YCRX05W, YCRX06W, YCRX07W, YCRX08W, YCRX09C, YCRX10W, YCRX11W, YCRX12W, YCRX14W, YCRX15W, YCRX16C, YCRX17W, YCRX18C, YCRX19W, YCRX20C, and YCRX21C.	2006-12-15
YCRX18C	ORF|Deleted	3	270120	269713	C	S000000723				Deleted ORF; does not encode a protein; this putative ORF was included in the original annotation of Chromosome III but was later withdrawn	 The following putative ORFs were originally included in the annotation of Chromosome III, but were later withdrawn: YCLX01W, YCLX02C, YCLX03C, YCLX04W, YCLX05C, YCLX06C, YCLX07W, YCLX09W, YCLX10C, YCLX11W, YCLX12W, YCRX01W, YCRX02C, YCRX03C, YCRX04W, YCRX05W, YCRX06W, YCRX07W, YCRX08W, YCRX09C, YCRX10W, YCRX11W, YCRX12W, YCRX14W, YCRX15W, YCRX16C, YCRX17W, YCRX18C, YCRX19W, YCRX20C, and YCRX21C.	2006-08-03
YCRX19W	ORF|Deleted	3	277963	278322	W	S000119996				Deleted ORF; does not encode a protein; this putative ORF was included in the original annotation of Chromosome III but was later withdrawn	 The following putative ORFs were originally included in the annotation of Chromosome III, but were later withdrawn: YCLX01W, YCLX02C, YCLX03C, YCLX04W, YCLX05C, YCLX06C, YCLX07W, YCLX09W, YCLX10C, YCLX11W, YCLX12W, YCRX01W, YCRX02C, YCRX03C, YCRX04W, YCRX05W, YCRX06W, YCRX07W, YCRX08W, YCRX09C, YCRX10W, YCRX11W, YCRX12W, YCRX14W, YCRX15W, YCRX16C, YCRX17W, YCRX18C, YCRX19W, YCRX20C, and YCRX21C.	2006-12-15
YCRX20C	ORF|Deleted	3	282427	282116	C	S000000725				Deleted ORF; does not encode a protein; this putative ORF was included in the original annotation of Chromosome III but was later withdrawn	 The following putative ORFs were originally included in the annotation of Chromosome III, but were later withdrawn: YCLX01W, YCLX02C, YCLX03C, YCLX04W, YCLX05C, YCLX06C, YCLX07W, YCLX09W, YCLX10C, YCLX11W, YCLX12W, YCRX01W, YCRX02C, YCRX03C, YCRX04W, YCRX05W, YCRX06W, YCRX07W, YCRX08W, YCRX09C, YCRX10W, YCRX11W, YCRX12W, YCRX14W, YCRX15W, YCRX16C, YCRX17W, YCRX18C, YCRX19W, YCRX20C, and YCRX21C.	2006-08-03
YCRX21C	ORF|Deleted	3	313459	313073	C	S000000726				Deleted ORF; does not encode a protein; this putative ORF was included in the original annotation of Chromosome III but was later withdrawn	 The following putative ORFs were originally included in the annotation of Chromosome III, but were later withdrawn: YCLX01W, YCLX02C, YCLX03C, YCLX04W, YCLX05C, YCLX06C, YCLX07W, YCLX09W, YCLX10C, YCLX11W, YCLX12W, YCRX01W, YCRX02C, YCRX03C, YCRX04W, YCRX05W, YCRX06W, YCRX07W, YCRX08W, YCRX09C, YCRX10W, YCRX11W, YCRX12W, YCRX14W, YCRX15W, YCRX16C, YCRX17W, YCRX18C, YCRX19W, YCRX20C, and YCRX21C.	2006-08-03
YER186W-A	ORF|Deleted	5	565667	566260	W	S000007427	L000000900			Deleted ORF; does not encode a protein; the YER186W-A was removed because it does not begin with a start codon or end with a stop codon, and has an in-frame internal stop codon (see the Locus History for more details)		
YERCsigma4	long terminal repeat|Deleted	5	498505	492434	C	S000006907				Deleted Ty3 LTR; does not encode a separate LTR; YERCsigma4 was initially annotated as a separate sigma LTR, but was later withdrawn because it is not a sigma, and its coordinates completely overlap with the full length transposon YERCTy1-2	 The YERCsigma4 element was initially mistakenly annotated as a separate sigma LTR, though its coordinates completely overlapped with the full length transposon <a href="https://www.yeastgenome.org/locus/S000006911">YERCTy1-2</a>, which contains delta elements, not sigma elements. Thus, YERCsigma4 has been deleted from the genome annotation.	2002-11-19
YERWdelta18	long terminal repeat|Deleted	5	443366	449626	W	S000006918				Deleted Ty1 LTR; does not encode a separate LTR; The YERWdelta18 element was initially annotated as a separate LTR, but was later withdrawn because its coordinates completely overlap with the full length transposon YERCTy1-1	 The YERWdelta18 element was initially mistakenly annotated as a separate LTR, though its coordinates completely overlapped with the full length transposon <a href="https://www.yeastgenome.org/locus/S000006910">YERCTy1-1</a>. Thus, YERWdelta18 has been deleted from the database.	2002-11-19
YFR024C	ORF|Deleted	6	203068	201947	C	S000001920				Deleted ORF; does not encode a discrete protein; YFR024C was originally annotated as a separate ORF, but was later removed because it was demonstrated to be theC-terminus of LSB3/YFR024C-A	 YFR024C is not a genuine ORF, but is the C-terminus of LSB3/YFR024C-A. The LSB3 gene contains an intron that has been demonstrated to be spliced. The ORF YFR024C has been deleted and the name YFR024C has been made an alias for LSB3/YFR024C-A.	2003-03-13
YIL080W	pseudogene|Deleted	9	205635	210357	W	S000001342				Deleted TyB Gag-Pol pseudogene; this feature was included in the original annotation in error and was later withdrawn because it overlaps completely with functional transposable element gene YIL082W-A	 YIL080W was included in the original annotation in error and was later withdrawn because it overlaps completely with functional transposable element gene YIL082W-A.  It was annotated with the same start as YIL082W-A, but with a different stop codon 225 bp downstream, resulting in an incorrectly appended C-terminus containing internal stops.	2013-08-14
YJLWdelta2	long terminal repeat|Deleted	10	197194	204093	W	S000007028				Deleted Ty1 LTR; does not encode a separate LTR; The YJLWdelta2 element was initially annotated as a separate LTR, but was later withdrawn because its coordinates completely overlap with the full length transposon YJLWTy4-1	 The YJLWdelta2 element was initially mistakenly annotated as a separate LTR, though its coordinates completely overlapped with the full length transposon <a href="https://www.yeastgenome.org/locus/S000007039">YJLWTy4-1</a>. Thus, YJLWdelta2 has been deleted from the database.	2002-11-19
YKL003W-A	ORF|Deleted	11	437416	437535	W	S000007614				Deleted ORF; does not encode a discrete protein; YKL003W-A was added based on homology to closely related fungi, but was later withdrawn because it was completely contained within DID4/YKL002W	 This ORF was initially added to SGD on 2001-02-26 based on homology (Blandin et al.), but was subsequently deleted because it is contained within DID4/YKL002W (Mark Hochstrasser, personal communication; Amerik et al.).	2001-03-14
